28,60
28,60
28,60
28,60
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,61
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,62
28,63
28,63
28,63
28,63
28,63
28,63
28,63
28,63
28,63
28,63
28,63
28,63
28,63
28,63
0,65
0,66
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,60
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,61
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,62
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,63
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,64
5,65
5,65
5,65
5,65
5,65
5,65
5,65
5,65
5,65
5,65
5,65
5,65
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,66
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,68
5,68
5,68
5,68
5,68
5,68
5,68
5,68
5,68
5,68
5,68
5,69
5,69
5,69
5,69
5,69
5,69
5,69
5,69
5,69
5,69
5,69
5,70
5,70
5,70
5,70
5,70
5,70
5,70
5,70
5,70
5,70
5,71
5,71
5,71
5,71
5,71
5,71
5,71
5,71
5,71
5,71
5,71
5,71
5,72
5,72
5,72
5,72
5,72
5,72
5,72
5,72
5,72
5,72
5,72
5,72
5,72
5,73
5,73
5,73
5,73
5,73
5,73
5,73
5,73
5,73
5,73
5,73
5,73
5,73
15,60
15,60
15,60
15,60
15,60
15,60
15,60
15,60
15,61
